"T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
279.92,3.7982,0,0,10146,1,9.21,4.21,-1,-1
279.81,3.4462,0,0,10132,1,9.22,4.22,-1,-1
279.7,3.0943,0,0,10119,1,9.23,4.23,-1,-1
279.59,2.7423,0,0,10105,1,9.24,4.24,-1,-1
279.48,2.3903,0,0,10092,1,9.25,4.25,-1,-1
279.37,2.0383,0,0,10078,1,9.26,4.26,-1,-1
279.27,1.6863,0,0,10064,1,9.27,4.27,-1,-1
279.16,1.3344,0,0,10051,1,9.28,4.28,-1,-1
279.05,0.98238,0,0,10037,1,9.29,4.29,-1,-1
278.94,0.63039,0,0,10024,1,9.3,4.3,-1,-1
278.92,0.57668,0,0,10022,1,9.31,4.31,-1,-1
278.9,0.52295,0,0,10020,1,9.32,4.32,-1,-1
278.89,0.46923,0,0,10018,1,9.33,4.33,-1,-1
278.87,0.41551,0,0,10016,1,9.34,4.34,-1,-1
278.86,0.36179,0,0,10014,1,9.35,4.35,-1,-1
278.84,0.30807,0,0,10012,1,9.36,4.36,-1,-1
278.82,0.25435,0,0,10010,1,9.37,4.37,-1,-1
278.81,0.20063,0,0,10008,1,9.38,4.38,-1,-1
278.79,0.14691,0,0,10006,1,9.39,4.39,-1,-1
278.77,0.093184,0,0,10004,1,9.4,4.4,-1,-1
278.77,0.08524,0,0,10003,1,9.41,4.41,-1,-1
278.77,0.077295,0,0,10003,1,9.42,4.42,-1,-1
278.77,0.069351,0,0,10003,1,9.43,4.43,-1,-1
278.76,0.061407,0,0,10002,1,9.44,4.44,-1,-1
278.76,0.053463,0,0,10002,1,9.45,4.45,-1,-1
278.76,0.045519,0,0,10002,1,9.46,4.46,-1,-1
278.76,0.037575,0,0,10001,1,9.47,4.47,-1,-1
278.75,0.02963,0,0,10001,1,9.48,4.48,-1,-1
278.75,0.021686,0,0,10001,1,9.49,4.49,-1,-1
278.75,0.013742,0,0,10000,1,9.5,4.5,-1,-1
278.75,0.01257,0,0,10000,1,9.51,4.51,-1,-1
278.75,0.011399,0,0,10000,1,9.52,4.52,-1,-1
278.75,0.010228,0,0,10000,1,9.53,4.53,-1,-1
278.75,0.0090566,0,0,10000,1,9.54,4.54,-1,-1
278.75,0.0078853,0,0,10000,1,9.55,4.55,-1,-1
278.75,0.006714,0,0,10000,1,9.56,4.56,-1,-1
278.75,0.0055428,0,0,10000,1,9.57,4.57,-1,-1
278.75,0.0043715,0,0,10000,1,9.58,4.58,-1,-1
278.75,0.0032002,0,0,10000,1,9.59,4.59,-1,-1
278.75,0.002029,0,0,10000,1,9.6,4.6,-1,-1
278.75,0.0018561,0,0,10000,1,9.61,4.61,-1,-1
278.75,0.0016832,0,0,10000,1,9.62,4.62,-1,-1
278.75,0.0015103,0,0,10000,1,9.63,4.63,-1,-1
278.75,0.0013373,0,0,10000,1,9.64,4.64,-1,-1
278.75,0.0011644,0,0,10000,1,9.65,4.65,-1,-1
278.75,0.00099152,0,0,10000,1,9.66,4.66,-1,-1
278.75,0.00081861,0,0,10000,1,9.67,4.67,-1,-1
278.75,0.0006457,0,0,10000,1,9.68,4.68,-1,-1
278.75,0.00047278,0,0,10000,1,9.69,4.69,-1,-1
278.75,0.00029987,0,0,10000,1,9.7,4.7,-1,-1
278.75,0.00027432,0,0,10000,1,9.71,4.71,-1,-1
278.75,0.00024877,0,0,10000,1,9.72,4.72,-1,-1
278.75,0.00022322,0,0,10000,1,9.73,4.73,-1,-1
278.75,0.00019766,0,0,10000,1,9.74,4.74,-1,-1
278.75,0.00017211,0,0,10000,1,9.75,4.75,-1,-1
278.75,0.00014656,0,0,10000,1,9.76,4.76,-1,-1
278.75,0.00012101,0,0,10000,1,9.77,4.77,-1,-1
278.75,9.5452e-05,0,0,10000,1,9.78,4.78,-1,-1
278.75,6.99e-05,0,0,10000,1,9.79,4.79,-1,-1
278.75,4.4347e-05,0,0,10000,1,9.8,4.8,-1,-1
278.75,4.056e-05,0,0,10000,1,9.81,4.81,-1,-1
278.75,3.6774e-05,0,0,10000,1,9.82,4.82,-1,-1
278.75,3.2987e-05,0,0,10000,1,9.83,4.83,-1,-1
278.75,2.9201e-05,0,0,10000,1,9.84,4.84,-1,-1
278.75,2.5414e-05,0,0,10000,1,9.85,4.85,-1,-1
278.75,2.1628e-05,0,0,10000,1,9.86,4.86,-1,-1
278.75,1.7841e-05,0,0,10000,1,9.87,4.87,-1,-1
278.75,1.4055e-05,0,0,10000,1,9.88,4.88,-1,-1
278.75,1.0268e-05,0,0,10000,1,9.89,4.89,-1,-1
278.75,6.4819e-06,0,0,10000,1,9.9,4.9,-1,-1
278.75,5.9846e-06,0,0,10000,1,9.91,4.91,-1,-1
278.75,5.4872e-06,0,0,10000,1,9.92,4.92,-1,-1
278.75,4.9899e-06,0,0,10000,1,9.93,4.93,-1,-1
278.75,4.4925e-06,0,0,10000,1,9.94,4.94,-1,-1
278.75,3.9952e-06,0,0,10000,1,9.95,4.95,-1,-1
278.75,3.4979e-06,0,0,10000,1,9.96,4.96,-1,-1
278.75,3.0005e-06,0,0,10000,1,9.97,4.97,-1,-1
278.75,2.5032e-06,0,0,10000,1,9.98,4.98,-1,-1
278.75,2.0059e-06,0,0,10000,1,9.99,4.99,-1,-1
278.75,1.5085e-06,0,0,10000,1,10,5,-1,-1
