# Region      : all 
# Cells       : 7700
# Volume      : 4.962599e-03
# Time        	volIntegrate(alpha.water)
0.89197       	6.055925e-04
0.893308      	6.055925e-04
0.894646      	6.055925e-04
0.895985      	6.055925e-04
0.897323      	6.055924e-04
0.898662      	6.055924e-04
0.9           	6.055922e-04
0.901429      	6.055918e-04
0.902741      	6.055913e-04
0.904019      	6.055903e-04
0.905229      	6.055888e-04
0.906439      	6.055864e-04
0.907649      	6.055825e-04
0.908859      	6.055762e-04
0.910069      	6.055674e-04
0.911279      	6.055557e-04
0.912528      	6.055401e-04
0.913777      	6.055209e-04
0.915026      	6.054988e-04
0.916275      	6.054752e-04
0.917572      	6.054511e-04
0.918869      	6.054283e-04
0.920115      	6.054082e-04
0.92136       	6.053898e-04
0.922605      	6.053732e-04
0.92385       	6.053588e-04
0.925095      	6.053463e-04
0.926341      	6.053353e-04
0.927586      	6.053256e-04
0.928831      	6.053169e-04
0.930007      	6.053095e-04
0.931183      	6.053025e-04
0.932359      	6.052959e-04
0.933535      	6.052895e-04
0.934711      	6.052834e-04
0.935887      	6.052774e-04
0.937063      	6.052715e-04
0.93824       	6.052654e-04
0.939416      	6.052591e-04
0.940592      	6.052524e-04
0.941768      	6.052455e-04
0.942944      	6.052385e-04
0.94412       	6.052314e-04
0.945296      	6.052242e-04
0.946472      	6.052169e-04
0.947648      	6.052093e-04
0.948824      	6.052012e-04
0.95          	6.051925e-04
0.951282      	6.051825e-04
0.952599      	6.051709e-04
0.953953      	6.051566e-04
0.955307      	6.051383e-04
0.956662      	6.051156e-04
0.958016      	6.050902e-04
0.95937       	6.050626e-04
0.960771      	6.050310e-04
0.962172      	6.049981e-04
0.963573      	6.049626e-04
0.96503       	6.049242e-04
0.966488      	6.048851e-04
0.968011      	6.048459e-04
0.969534      	6.048074e-04
0.971057      	6.047711e-04
0.972581      	6.047380e-04
0.974104      	6.047080e-04
0.975627      	6.046807e-04
0.977151      	6.046557e-04
0.978674      	6.046326e-04
0.980197      	6.046121e-04
0.98172       	6.045940e-04
0.983244      	6.045776e-04
0.984767      	6.045621e-04
0.98629       	6.045444e-04
0.987814      	6.045211e-04
0.989337      	6.044914e-04
0.99086       	6.044562e-04
0.992384      	6.044167e-04
0.993907      	6.043737e-04
0.99543       	6.043284e-04
0.996953      	6.042819e-04
0.997969      	6.042504e-04
0.998984      	6.042191e-04
1             	6.041883e-04
